content,emoji,comment,current,time,comments_size
['Tui cần 1 bạn kèm giúp tui môn thanh toán trong ngoại thương ạ. Trả công xứng đáng ạaaa '],"['Thích, 1']",[],868,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",0
['Em cần tìm sách dưới đâyyy ạaaaaa '],"['Thích, 4']","['Mình có tổng quan du lịch 15k', 'Nguyễn Duyên c ơi rep ib em ạ', 'Mình có gttkd', 'Mình có ạ', 'Mình có tổng quan', 'Mk có triết nha', 'Theo dõi', 'Bạn nào Tiếng Anh ở mức căn bản muốn học cải thiện,Giao tiếp hay muốn có phương pháp và định hướng tự học IELTS thì follow FB mình nhé', 'Mình có gttkd 25k']",1067,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",9
"['PASS PASS PASS\nHành vi tổ chức: gtrinh\nHành vi tổ chức:slide( cô Minh Thu) + tài liệu tổng hợp ôn tập cuối kì\n Htttql: slide( thầy Nguyễn Văn Quang)\n Full bộ luật kinh doanh+ Slide\nLife A1-A2( đã cào mã)\nmarketing căn bản: gtrinh+ slide\nThống kê :giáo trình, slide, tập giải đề thi.']",[],[],646373,"Thứ Ba, 2 Tháng 1, 2024 lúc 09:16"
['Mình cần tìm tl của mấy môn này ạ'],[],[],646968,"Thứ Ba, 2 Tháng 1, 2024 lúc 09:07"
['Em cần mua tài liệu những môn học này ạ'],"['Tất cả, 8', 'Thích, 5', 'Yêu thích, 3']","['Mình có hvtc nha', 'Mình có HVTC (cô Minh Thu) với slide Thị trường cô Khuê nha', 'Mình có slide thị trường và giáo trình ktct nha', 'Mik có gtrinh hvtc', 'Mình có ktct nha', 'ké với ạ...', 'Mik có thị trường nha', 'Ké ạ', 'Có full', 'Co 4,8', 'Mik có hvtc, thị trg nha', 'Em có tận 3 môn ne chị ơi', 'Sao chị kh hỏi em thế', 'Trần Thị Lan Phương Ụa haha pass lại cho c đuy elm kk', 'Phan Thắm chị kh hỏi ngừi nhà.', 'Thị trg đctc ib', 'mình có ktct nha', 'Mình có thị trường vs hvtc nha', 'Mình có Hành vi tổ chức nha', 'Ké ạ', 'Mình có một số tài liệu muốn pass ạ', 'Có ttrg dinhche nhé', 'em có giáo tình hành vi tổ chức ạ, nếu bạn mua thì mình tặng bạn slide tt định chế tc nha', 'mk có giáo trình hành vi tổ chức']",647518,"Thứ Ba, 2 Tháng 1, 2024 lúc 09:01",24
['Em cần mua lại những giáo trình dưới đây ạ \nHệ thống thông tin quản lý\nKinh doanh quốc tế\nLịch sử Đảng (thầy Trọng) \nQuản trị sản xuất'],"['Thích, 2']","['mình có lsđ thầy Trọng nè', 'Có giáo trình+ tập ghi + file ôn của thầy Trọng luôn nha', 'Mình có giáo trình + ôn tập lsđ thầy Trọng 15k nha', 'Chị có lsđ của cô hằng nga file ôn cuối kỳ đảm bảo A', 'Mk có htttql nha', 'Mk có kdqt nha']",648715,"Thứ Ba, 2 Tháng 1, 2024 lúc 08:24",6
[' GÓC PASS SÁCH '],"['Tất cả, 4', 'Thích, 3', 'Yêu thích, 1']","['E lấy gtkd ạ, c check ib e với', 'Phương Dung rồi nha', 'ib an', 'Dạ ib em với ạ', 'Ktct của ai v ạ', 'Ib e ạ', 'Lsd ib ạ']",649211,"Thứ Ba, 2 Tháng 1, 2024 lúc 08:24",7
"['Em cần tìm mua tài liệu của những môn này, ac nào có ib em với ạ. Em cảm ơn ac nhiều ạ!']",[],[],650066,"Thứ Ba, 2 Tháng 1, 2024 lúc 08:19"
"['Em cần mua các tài liệu sau đây ạ\n1. Hệ thống thông tin quản lý (Cô Uyên Nhi)\n2. Kinh doanh quốc tế (Eng) Thầy Thiện Trí\n3. Luật thương mại quốc tế \n4. Quản trị chuỗi cung ứng (Eng) Thầy Phúc Nguyên\n5. Quản trị sản xuất (Eng) Thầy Văn Hải\n6. Thương lượng (Cô Minh Thu)\nDạ anh/chị nào có các tài liệu trên ib cho em với ạ, em cám ơn anh/chị nhiều ạ']","['Yêu thích, 1']","['mình có sl htttql cô Unhi nha', 'Mk có thương lượng cô thu nha', 'Phạm Sen chị rep ib em với', 'Up', 'Up', 'Mình có slide htttql cô uyên nhi']",650884,"Thứ Ba, 2 Tháng 1, 2024 lúc 07:54",6
['Mình cần mua giáo trình các môn dưới đây ạ.'],"['Thích, 5']","['Có thị trường ạ', 'Có 8,9 nhee', 'Mình có tư tưởng nhé', 'Hương Giang để cho e đuy c', 'Yến Phan k có nha', 'Hương Giangc còn tư tưởng k pass cho e cmt kia e nhầm á', 'Hương Giang c còn tư tưởng k pass cho e cmt kia e nhầm á', 'Yến Phan ok nha', 'Mình có thị trường nha', 'mình có ktct nè', 'Tui có 8', 'Mình có 12689 nha', 'Trương Thị Phượng tlieu kdqt của gvien nào v ạ', '8/có fin,t/anh nha', 'Mình có ec2 còn mã vs b1 nha', 'Mình có thị trường nha', 'Mình có giáo trình và slide Kinh doanh quốc tế ạ', 'Mình có thị trường nha', 'Nguyễn Ngọc Lê ok mình', 'Mình có b1 và slide kdqt nha', 'tui có pass communication 3A chưa cào mã nè', 'Trần Mai Sương pass em với chị', 'Bùi Ngọc Tĩnh ai chứ em là chị không pass', 'Mình có B1 và thị trường nha', 'ũa t có tư tưởng nè', 'Mình KDQT nha', 'Mình có 7,8 nhé', 'thị trg ib', 'Mình có KDQT nhe', 'Mình có tư tưởng nha', 'Com1 15k ạ', 'IBBBB MỞ FREEE']",651378,"Thứ Ba, 2 Tháng 1, 2024 lúc 07:53",32
"['Ai có giáo trình, slide, tài liệu của các môn dưới đây không ạ\nAi có cmt giúp e với']","['Thích, 1']","['Mình có thị trường định chế', 'Nguyễn Châu của cô ngọc đúng không ạ', 'Kim Huỳnh mình thấy slide chung của môn á', 'Nguyễn Châu bạn pass bn á', 'Kim Huỳnh ib mình nha', 'mk có kdqt nha', 'Trang Ling của thầy trí phải kh ạ']",652581,"Thứ Ba, 2 Tháng 1, 2024 lúc 07:19",7
['Anh/chị nào có tài liệu các môn này pass cho em với ạ:\nKinh doanh quốc tế ( Tiếng anh)\nLuật thương mại quốc tế\nPhát triển kĩ năng quản trị\nQuản trị chuỗi cung ứng ( Tiếng anh)\nQuản trị sản xuất( Tiếng anh)\nThương lượng'],"['Thích, 1']","['a ko có môn nào hết nha e', '2', 'Vu Dinh Han e lạy a', 'Vu Dinh Han t lạy m thiệt chớ', 'Mik có luật tmqt nha', 'Có kdqt', 'Mình có kdqt ạ', 'Ngọc Trâm ib minh vs']",653809,"Thứ Ba, 2 Tháng 1, 2024 lúc 01:56",8
['Mn cho em xin ít review về gv mấy môn ni với ạ \nAi coá tài liệu cho e xin luôn ạ '],"['Thích, 1']","['Mình có tài liệu ktct vs communication 2', 'Mình có ktct vs ktpt', 'Tố Tâm ib ạ', 'Mình có Communication 2 còn mã', 'mình có sách B1 nha', 'mình có pass quyển keynote 3A còn mã code cho bạn nào cần nhea', 'Trần Mai Sương dạ c còn k ạ']",655034,"Thứ Ba, 2 Tháng 1, 2024 lúc 00:32",7
['Mọi người cho em xin review 3 cô dạy 3 môn này với ạ '],[],[],655842,"Thứ Ba, 2 Tháng 1, 2024 lúc 00:27"
['PASS PASS \nGiáo trình triết 25k\nThống kê kd 15k\nTiếng anh B1 15k\nTiếng anh kinh doanh 10k\nHtttql 10k\nSlide toán tc 10k\nKinh tế bảo hiểm 20k \nSlide thị trường định chế 10k\nLịch sử đảng 20k \nTất cả kèm file tài liệu và đề ôn '],[],[],656220,"Thứ Hai, 1 Tháng 1, 2024 lúc 23:14"
['Em có pass một số tài liệu: \n- Slide + đề ôn Tài chính công  15k HẾT\n- Slide + đề ôn đầu tư tài chính 15k\n- Trắc nghiệm kinh doanh quốc tế 8k\n- Slide + bài tập đề ôn kinh tế bảo hiểm 20k HẾT \n- Giáo trình+ đề ôn lịch sử đảng 15k HẾT\n- Slide+ giáo trình+ đề ôn tư tưởng 15k HẾT\n- Giáo trình kinh tế chính trị  8k HẾT \n- Slide toán tài chính 8k HẾT \n- Giáo trình tiếng anh B1 + Tiếng anh kinh doanh 15k \n- Giáo trình + đề ôn giao tiếp trong kinh doanh 40k \n- Sách bài tập tài chính công ty new 20k'],"['Thích, 1']","['Up', 'ib e gtkd với ạ', 'Nguyễn Quang Cường rep ib ạ']",656779,"Thứ Hai, 1 Tháng 1, 2024 lúc 23:04",4
['Mình cần pass ít tài liệu:\n- sách bài tập + slide tài chính công ty: 15k HẾT\n- giáo trình kế toán quản trị + slide: 15k HẾT\n- giáo trình + slide kiểm toán căn bản: 15k HẾT\n- slide kế toán tài chính 2 ( thầy Đông+cô Xuân Linh): 15k\nTất cả các môn trên mình đều gửi kèm theo tài liệu ôn thi cuối kì. Các bài tập+ bài giải trong quá trình học'],[],[],657871,"Thứ Hai, 1 Tháng 1, 2024 lúc 22:48"
['E cần tìn tài liệu ạ'],"['Tất cả, 9', 'Thích, 8', 'Haha, 1']","['Ké ké', 'Dinh Khanh Linh gàn thi mua kịp kh hẹ', 'Có ktqt tài chính công nha', 'Cẩm Luyến check ib ạ', 'Mình có giáo trình nmkt nha', 'Đinh Thị Mỹ Tâm check ib ạ', 'pass nmkt kèm tlieu ôn thi', 'Có dự báo, nhập môn nha', 'Nguyễn Thư quên', 'pass dự báo ạ, giáo trình + slide', 'Có dự báo pt ktxh slide + bt ôn thi', 'Quỳnh Na check ib e ạ', 'Mình có bài giảng tư tưởng HCM ạ', 'Mình có english com1 nhé', 'Có slide dự báo + giáo trình + vở ghi với tư tưởng nha', 'Quỳnh Nga check ib ạ', 'Nguyễn Thị Hòa b ib ch ạ', 'Mình pass', 'Mình có tư tưởng', 'Có dự báo tư tưởng ạ', 'Mình có sách nmkt bản gốc 35k\n( slide tiếng anh + chart account + bt tluan, tnghiem 5k)', 'Mình có giáo trình mnkt bản gốc 30k nhá', 'Trương Tống Quỳnh Đoan ồ', 'Tuyết Hoa ib c nha e', 'Mình có ktqt', 'Chị ơi, GDTC-TD-nữ dễ không ạ', 'Mình có slide ttc nha', 'Mình có sách NMKT + bảng tài khoản và eng com1 còn mới lắm áa', 'Mình có NMKT vs KDQT nhe', 'Trương Thanh Hoa ib ạ', 'Mik có slide lịch sử các học thuyết kinh tế', 'Mik có slide lịch sử các học thuyết kinh tế', 'Bạn nao quan tâm ib nhé\nHoàn toàn miễn phí\nZlo 0777525868', 'Com1 15k ạ']",658152,"Thứ Hai, 1 Tháng 1, 2024 lúc 22:43",35
['Mình cần mua tài liệu của các môn sau ạ:\nQT Tài Chính - thầy Khiêm\nQT Sản Xuất - thầy Hải\nQT Dự Án - cô Phương Hà\nThương Lượng - thầy Hoà\nSẵn tiện mình có pass:\nGiáo trình nhập môn kế toán - 25K\nSlide thị trường định chế tc (cô Khuê) - 5k\nKiểm toán căn bản 15k\nMình cảm ơn nhiều ạ!'],"['Thích, 2']","['Hi', 'Ib nhé']",659498,"Thứ Hai, 1 Tháng 1, 2024 lúc 22:41",4
['Em xin ít review về thầy cô này và tài liệu học những môn dưới đây ạ'],"['Thích, 3']","['nhả vía cô Hạnh 10 10 nma là EC1\nCô hay gọi để lấy điểm +/- nên soạn bài đầy đủ nhe', '2', 'Mình có kinh tế chính trị cô Hoa', 'Khánh Trần slide hay giáo trình ạ', 'Dương Bảo Hân cả 2 ạ', 'mình có communication 2 còn mã', 'Có sách b1\nGiáo trình ktct\nGiá trình tư tưởng\nTài chính công slide + file ôn', 'Cẩm Luyến tc công của thầy PĐA luôn hả c', 'Dương Bảo Hân ụa thầy Bảo nhưng file ôn chung', 'Học cô Hoa vui tính điểm tp1 2 cao (nhớ đi học chuyên cần), cô sẽ cho file câu hỏi đúng sai cũng như bài tập để phát biểu lấy điểm cộng và có sửa nữa nha', 'Hương Giang học ktct của cô có cần slide hay giáo trình không chị', 'Dương Bảo Hân cô sẽ gửi slide, e in ra để tiện ghi bài hoặc có thể lưu vào lap cũng đc mỗi tội lúc nào đi học cũng phải mang lap theo', 'chúc em học tốt môn kdqt :)))', '2', 'Phạm Tấn sao thế ạ', 'Dương Bảo Hân ib đi anh kể cho', 'Phạm Tấn nghe mùi tương lai con nhỏ mờ mịt vậy, y như môn kttc của nó lun :)))', 'Võ Nhật Dương đừng anh, em xỉu mấtttt', 'cô Quỳnh mẹ học gòi nề :ĐĐ', 'Tư tưởng mình có', 'Thầy Huỳnh Phương Đông chứ ta', '2', 'Thảo Ngân à dạ do tên thầy Thơ cạnh nên em nhìn nhầm ạ', 'Dương Bảo Hân thầy Đông dạy vui tính đó, cơ mà nghe bảo đợt này bonus quả thi cuối chương :)))\nCòn thầy Hà Quang Thơ thì gttkd cũng dễ, thầy bắt mua giáo trình mặc dù k học tới :))) sẽ có bài tập nhóm và k đc chọn nhóm nà ( nhân phẩm ở đây đó bé), môn này điểm cuối kì hình như chỉ chiếm 30% thui á', 'Thảo Ngân dạ em cảm ơn ạ', 'Thảo Ngân đổi họ r', 'Võ Nhật Dương con bé nó giả bộ vậy thôi, chứ kì sau thấy lên nhận học bổng đấy', '2', 'mình có pass communication 2 (keynote 3A) chưa cào mã nè', 'Trần Mai Sương Còn kh v ạ', 'Linh Linh mình còn ạ', 'Com2 15k ạ', 'Vương Cẩn Du cào mã chưa ạ', 'Dương Bảo Hân rồi ạ']",659992,"Thứ Hai, 1 Tháng 1, 2024 lúc 22:35",30
"['Anh chị cho em xin review triết cô Mai Thanh, Kinh Tế Chính Trị thầy Cử với ạ']",[],[],660957,"Thứ Hai, 1 Tháng 1, 2024 lúc 22:30"
['E cần mua ạ. Anh/ chị nào có pass em dứi nha'],"['Haha, 3']","['Mình có htttql cô uyên nhi', 'Nhi Uyên rep ib mik dứi ạ', 'Nhi Uyên còn không ạ', 'Lê Huy bn chậm chân r ạ', 'Mình có slide tư tưởng ạ', 'Ảnh quen quen z ta kkk', 'Nguyễn Thị Ngân Hà suỵt suỵt', 'C có slide cô nhi nha', 'Tư tưởng mình còn', 'Mình có slide htttql cô u.nhi', '.']",661425,"Thứ Hai, 1 Tháng 1, 2024 lúc 22:20",11
['Em cần giáo trình những môn này ạ '],[],[],662417,"Thứ Hai, 1 Tháng 1, 2024 lúc 21:54"
['Tặng a1-a2(đã cào mã) và lý thuyết trò chơi cho bạn nào cần ạ\nGóc pass sách\n1.Thống kê trong kd và kt(2 slide +ví dụ +bảng tra) 30k\n2.slide tư tưởng 7k\n3.Dự báo phát triển kt-xh(slide+bài tập) 15k\n4.Kinh tế môi trường(slide+bài tập) 7k\n5.Kinh tế công(slide +bài tập) 7k\n6.Kinh tế nguồn nhân lực(slide+bài tập) 10k\n7.Vi mô nâng cao (slide) 7k\n8.Vĩ mô nâng cao (slide+bài tập) 10k \nCảm ơn ạ'],[],[],663485,"Thứ Hai, 1 Tháng 1, 2024 lúc 21:53"
['Góc pass sách '],[],[],663767,"Thứ Hai, 1 Tháng 1, 2024 lúc 21:41"
['Em cần mua tài liệu môn Quản trị chuỗi cung ứng ạ. Anh/ chị nào có ib em nhaaaaaaa. Em cảm ơn.'],[],[],664600,"Thứ Hai, 1 Tháng 1, 2024 lúc 21:37"
['mình pass 1 số sách sau ạ'],"['Thích, 2']","['mình muốn lấy ktct', 'Nhập môn kế toán bao nhiêu ạ, rep ib mình với']",665168,"Thứ Hai, 1 Tháng 1, 2024 lúc 21:27",2
['Góc pass sách :\n-Triết học\n- CNXH \n- Hành vi tổ chức \n- Giao tiếp kd\n- Nhập môn kd\n- Hệ thống thông tin ql \nCó file ôn tập tất cả các môn'],[],[],665826,"Thứ Hai, 1 Tháng 1, 2024 lúc 20:55"
"['Mình vừa thi Toeic đạt aim 750+ nên muốn pass lại các sách đã ôn (lưu ý sách này mình cũng mua lại của 1 bạn học cô Ly)\nTổng cộng 12 cuốn\nGiá #250k (tặng kèm 3 bình nước ở ảnh cuối nếu bạn cần)\nNếu muốn mua riêng 3 bình nước thì 30k nhe', '+4']","['Thích, 3']",[],666242,"Thứ Hai, 1 Tháng 1, 2024 lúc 20:54"
['Ac cho em hỏi\nTriết nên học thầy Hoan hay thầy Thành vậy ạ?'],"['Tất cả, 3', 'Thích, 2', 'Haha, 1']","['Thầy nào cũng được em nha. Nhma anh rcm thầy Thành hí', '8', 'Lê Vĩnh Diện ok anh']",667060,"Thứ Hai, 1 Tháng 1, 2024 lúc 20:23",2
['Chuyên mục pass sách'],"['Thích, 2']","['Tài chính công là slide hay giáo trình, giá bao nhiêu ạ?', 'Quỳnh Nhi slide nhé em, có kèm file ôn giữa kì cuối kì nhé. 15k nha', 'Yến Giang chị học ai vậy ạ', 'Quỳnh Nhi thầy Vương Bảo Bảo á em', 'Keynote đã cào mã chưa ạ', 'Nguyễn Thị Kiều Thơ r em nha']",667752,"Thứ Hai, 1 Tháng 1, 2024 lúc 20:18",6
['cho em hỏi có ai pass tài liệu những môn này không ạ'],"['Thích, 1']","['C có ktqt', 'Phương Châu e quên trừ môn nớ em có r ạ, em cảm ơn chị', 'Mai Linh ok', 'Chị có gt tư tưởng', 'm có ktct nhe', 'Mình có slide thị trường', 'Mình còn thị trưởng nha+ full tài liệu', 'mình có slide Kinh tế chính trị thầy Cử\nslide Thị trường định chế cô Nam Thanh nha']",668960,"Thứ Hai, 1 Tháng 1, 2024 lúc 20:16",8
"['em cần mua giáo trình, slide kèm theo tài liệu ôn tập của những môn này \nMkt dịch vụ : Võ Thị Quỳnh Nga\nNhập môn kế toán : Nguyễn Tri Phương\nQuản trị kinh doanh lưu trú: Nguyễn Thị Hải Đường\nQuản trị kinh doanh lữ hành: Nguyễn Thị Thống Nhất']",[],[],669906,"Thứ Hai, 1 Tháng 1, 2024 lúc 19:45"
['ai có tài liệu mấy môn này pass cho mk với ạ'],"['Thích, 1']","['Mình có nmkt', 'Mình có communication 2 còn mã', 'Lịch sử học thuyết kte vs ktct có nha', 'Mình có b1 và tài chính công nhé', 'Mình có communication, b1 vs slide dự báo+bài tập lớn', 'Pass ktct( giáo trình, slide, tài liệu ôn thi)', 'Nhi Nhi dạ ib em với ạ', 'Mình có giáo trình kinh tế chính trị', 'Có dự báo với ktqt ạ', 'pass dự báo giáo trình + slide ạ', 'Mình có sách nmkt bản gốc 35k ạ\n( nếu b học tiếng anh thì có slide và chart account 5k nx ạ)', 'Có ktqt', 'mình có communication 2 còn mã nhé', 'Mình có B1 vs nmkt nha', 'Mình có slide kinh tế chính trị nha']",670208,"Thứ Hai, 1 Tháng 1, 2024 lúc 19:44",15
['Tha thiết xin review và cần mua những tài liệu cần thiết cho các môn dưới ạ'],"['Tất cả, 43', 'Haha, 23', 'Thích, 18', 'Wow, 2']","['mình có giáo trình lsđ và file tham khảo ôn thi lsđ nhé', 'Phạm Thị Thu Thủy sao ko hỏi tui nè pà', 'Trà Giang em đợi chị iu rep str chứ em hỏi quài em ngại đó chứ :>', 'Phạm Thị Thu Thủy hỏi thì cho free chứ rep str là phải trả tiền nghenn', 'NHT ( ác mộng sinh viên)', '5', 'Trần Duyên thôi nói ác thầy', 'Trần Duyên sao m nói thầy z', 'Trần Duyên vào việc bé đẹp ơi =))) review để t biết đường mà lo sợ =)))', 'Lịch sử đảng với nmkt mình có ạ', 'Tcc và lttc ib mình gửi', 'Mai Phương đã ib ạ', 'Chúc e may mắn với thầy NHT :)))', 'Thảo Ngân m bớt đi doạ các em coi', 'Mình có sách nmkt bản gốc ạ 35k', 'Lê Na sách này mình đkis mua qua thầy rồi ạ', 'Chi Nguyen dô chúc em may mắn đi kìa', 'Phạm Nguyễn Mai Ngọc chúc em may mắn với thầy NHTan', 'Mình có thống kê : Giáo trình( mới 95%), Slide, dạng ôn 35k nha', 'mình có kinh tế quốc tế nha', 'NHT là ák mộng\nRa trường bao năm vẫn còn sợ', 'Viet Thanh nói chung là qua nay nghe mấy anh chị review là con nhỏ muốn đổ bịnh rồi ạ =))', 'Mình có NMKT và KDQT', 'cho mình xin tài liệu giấy quản trị học và pháp luật đại cương đc kh ạ', 'Nguyễn Duy 2 môn này mình cho bạn khác rồi á']",671598,"Thứ Hai, 1 Tháng 1, 2024 lúc 19:30",24
"['e còn full bộ gtr,slide,đề ôn,công thức [thongke],fin /dinche taichinh/ tiếng anh,slide,đề ôn thi TN ạ/\nchào cả nhà 2024,nay e xin pass sách các môn này hen,kì trc thi kha suôn sẻ nên nhả vía cho mng nhe.\n-->tất cả các môn đều có gtrinh/bài giảng,slide,ND ôn tập,file quiz bộ câu hỏi mcq,đ/sai,tluan,tập đề ôn gki,cki có đáp án cụ thể,note...v.v.\nkèm theo link drive bài tập nhóm,slide teamwork nếu mng mún tham khảo,(nói chung môn nào có những gì e sẽ cố gắng share để mng có công cụ tham khảo/ôn tập thiệt tốt ạ, ib for moẻ nhận lại cũng siu siu nhìu nì hehe)']","['Tất cả, 12', 'Thích, 8', 'Yêu thích, 3', 'Wow, 1']","['Hvtc còn kh ạ?', 'Trần Thị Nhã Uyên ib', 'Còn Luật Kinh Doanh và Nhập Môn Kinh Doanh Không ạ?', 'Le Thi Linh còn all', 'KTCT bạn học ai vậy ạ?', 'Hương Hà Sương thầycử', 'Ktct với hệ thống thông tin bạn học ai vậy ạ?', 'Phan Hiền cử,uyênnhi', 'Văn Đạt còn hệ thống thông tin không ạ?', 'Phan Hiền dạ sold rùi ạ', 'hvtc-cô minhthu;cnxhkh cô hiền', 'lsđ-cô nga cute;', 'lkd-thầy LHPhuoc', 'e update thêm tên gv ạ', 'tke-lêdan', 'nmkd-ltbngoc', 'ttdctc t.anh ạ', 'Nmkt bạn học ai vậy ạ', 'Văn Nghi kimyen', 'e còn tke,fin ạ', 'Ktct vs htttql còn k ạ', 'Huỳnh Thu Hằng hết r e', 'Phạm Thương cmc:))', 'Huỳnh Thu Hằng còn em', 'Ngô Nhật Vy tlieu 0 đồng hả c uii=)))', 'Tt và các dctc còn ko ạ', 'Na Nguyễn có english.']",672450,"Thứ Hai, 1 Tháng 1, 2024 lúc 19:16",28
['Pass tài liệu ạ '],"['Tất cả, 5', 'Yêu thích, 3', 'Thích, 1', 'Wow, 1']","['wow', 'Nguyễn Ngọc Đức', 'Bỏ bao hết', 'Dương Bảo Hân trừ gtkd cho con gòi', 'Đợi có điểm thi rồi pass em ơi, lỡ đâu...', '6', 'Nguyễn Văn Quốc a ác vừa vừa thuii a', 'e mua hết', 'Cẩm Tiên Đoàn', 'Vì sao là cột sách, trong khi nó là môn ????', 'Võ Nhật Dương a hay bắt bẻ quáa']",673661,"Thứ Hai, 1 Tháng 1, 2024 lúc 18:31",11
[' GÓC PASS TL:'],[],[],674484,"Thứ Hai, 1 Tháng 1, 2024 lúc 18:23"
['Mọi người cho em hỏi gần trường mình có tiệm net nào có thể đăng kí tín chỉ mượn mà khong ạ '],[],[],675175,"Thứ Hai, 1 Tháng 1, 2024 lúc 17:58"
"['Góc pass tài liệu: \nvi mô \nvĩ mô\nvĩ mô nâng cao\nthống kê \nkinh tế chính trị\ngiao tiếp trong kd\nKeynote\nLife\nLịch sử Đảng', '+6']","['Tất cả, 3', 'Haha, 2', 'Thích, 1']","['Anh Tram mua để được full A+', 'Tra Giang tin chuẩn k sốp', 'Tra Giang chuẩn elm', 'Phạm Phương Chi sô bảng điểm làm bằng chứng', 'Tra Giang', 'Chị này tốt tính quá trời', 'Anh Tram còn bình luận của em bị lỏ :)) trả lời khom được nè', 'Phạm Phương Chi phải ai cũng được trả lời bình luận của t mô', 'Cho e pass ké hôk', 'Anh Tram tự pass ik ai gảnh - pchy said', 'Tra Giang m lanh quá']",675397,"Thứ Hai, 1 Tháng 1, 2024 lúc 17:51",11
['PASS TÀI LIỆU\nAi cần ib mình nha\nThống kê kinh doanh và kinh tế + slide + tài liệu:  30k\nVĩ mô:  25k\nHành vi tổ chức + slide:  30k\nThị trường và các định chế TC +slide:  25k\nTriết 15k\nNhập môn kế toán:  35k\nChủ nghĩa xã hội + slide + tài liệu cuối kỳ:  30k\nQuản trị nhân lực + slide:  35k'],[],[],676384,"Thứ Hai, 1 Tháng 1, 2024 lúc 17:43"
['Em cần tìm tài liệu Quản trị chuỗi cung ứng của cô Lê Thị Minh Hằng ạ'],[],[],677127,"Thứ Hai, 1 Tháng 1, 2024 lúc 17:18"
"['Mng ơi, e muốn mua gtrinh, slide KTCT cô Hoa ạ. Ai có pass e với']","['Thích, 1']","['Pass ké thầy Cử', 'Giáo trình, slide, tài liệu ôn thi', 'Mình có nha', 'Rep ib ạ', 'Mình có tập bài giảng cô Hoa+tập đúng sai']",677450,"Thứ Hai, 1 Tháng 1, 2024 lúc 16:19",5
['Cho e hỏi chủ nghĩa xã hội nên học thầy cô nào ạ'],"['Thích, 10']","['Cô Vương Phương Hoa 10 10', 'Phạm Tấn Phát a này chắc A+ CNXH rồi', 'Thanh Huyền cuối kì 6.5 trung bình 7.9 B nha em', 'Cô Liên nhaa, cô dậy chuyên về cnxh, giảng hay á, phát biểu sẽ dc điểm cộng', 'Cô Liên là số 1 ạ, trùi ui dạy siêu hay siêu truyền cảm, phải không Yến Vy', 'Kiều Linh chưa bao giờ mình cảm thấy yêu chủ nghĩa xã hội đến như vậy\ncô Liên nhé', 'Cô Liên nhen', 'Cô trang nha', 'Nguyễn Na cảm ơn chị ạ kk', 'Nguyễn Na c ơi, cô Trang dạy ntn ạ? (kiểu cách cho điểm với cách mà cô giảng á c?)', 'Nhỏ Đào cô không thường xuyên điểm danh ( hầu như không ) , giữ kì thi tự luận , cô cho điểm cao và day rất tâm huyết dễ hiểu nha.', 'Uyên Thyy Nguyễn Quỳnh dô đọc rv kìa', 'Trâm Ngô ngủ điiii', 'Trâm Ngô đi lớp nào toy học lớp nấy']",677901,"Thứ Hai, 1 Tháng 1, 2024 lúc 16:15",14
['Em cần tìm tài liệu các môn sau ạ'],"['Tất cả, 3', 'Buồn, 2', 'Thích, 1']","['Còn lễ mà duyên ơi', 'Thu Hà mình đăng xong mình đi bida', 'mình có mar dvu', 'Nguyễn Hải Yến dạ có học cô Quỳnh Nga không ạ', 'Nguyễn Thị Mỹ Duyên mình học cô Nhi á']",678418,"Thứ Hai, 1 Tháng 1, 2024 lúc 15:45",7
"['Góc pass sách:\n- Bộ Luật Kinh doanh đầy đủ: 45k\n- Tư tưởng: 20k\n- Nhập môn kinh doanh: 20k\n- Slide + file ôn tập thống kê kinh doanh: 20k\n- Slide chủ nghĩa xã hội: 10k\n- Slide thị trường định chế tài chính kèm file tổng hợp lý thuyết: 15k', '+2']","['Yêu thích, 1']","['Hết tư tưởng ạ', 'chòi má pass ròi đók hử', 'Trần Mai Thúy Vy pass sách để mua sách']",679429,"Thứ Hai, 1 Tháng 1, 2024 lúc 14:20",3
